"Gender"	"Provinces"	"Periodo"	"Situation"	"value"
"Males"	"52 Melilla"	"2011QII"	"Unemployed persons"	4
"Females"	"52 Melilla"	"2011QII"	"Unemployed persons"	3.2
"Males"	"02 Albacete"	"2011QI"	"Unemployed persons"	22.5
"Females"	"02 Albacete"	"2011QI"	"Unemployed persons"	22.8
"Males"	"03 Alicante/Alacant"	"2011QI"	"Unemployed persons"	118.2
"Females"	"03 Alicante/Alacant"	"2011QI"	"Unemployed persons"	87.5
"Males"	"04 Almería"	"2011QI"	"Unemployed persons"	62.8
"Females"	"04 Almería"	"2011QI"	"Unemployed persons"	52.1
"Males"	"01 Araba/Álava"	"2011QI"	"Unemployed persons"	12.1
"Females"	"01 Araba/Álava"	"2011QI"	"Unemployed persons"	7.9
"Males"	"33 Asturias"	"2011QI"	"Unemployed persons"	45.8
"Females"	"33 Asturias"	"2011QI"	"Unemployed persons"	42.4
"Males"	"05 Ávila"	"2011QI"	"Unemployed persons"	12
"Females"	"05 Ávila"	"2011QI"	"Unemployed persons"	8.8
"Males"	"06 Badajoz"	"2011QI"	"Unemployed persons"	46.5
"Females"	"06 Badajoz"	"2011QI"	"Unemployed persons"	42.3
"Males"	"07 Balears, Illes"	"2011QI"	"Unemployed persons"	74.1
"Females"	"07 Balears, Illes"	"2011QI"	"Unemployed persons"	69.3
"Males"	"08 Barcelona"	"2011QI"	"Unemployed persons"	313.7
"Females"	"08 Barcelona"	"2011QI"	"Unemployed persons"	241.1
"Males"	"48 Bizkaia"	"2011QI"	"Unemployed persons"	40.7
"Females"	"48 Bizkaia"	"2011QI"	"Unemployed persons"	36.9
"Males"	"09 Burgos"	"2011QI"	"Unemployed persons"	15.6
"Females"	"09 Burgos"	"2011QI"	"Unemployed persons"	15.3
"Males"	"10 Cáceres"	"2011QI"	"Unemployed persons"	20.4
"Females"	"10 Cáceres"	"2011QI"	"Unemployed persons"	17.2
"Males"	"11 Cádiz"	"2011QI"	"Unemployed persons"	99.1
"Females"	"11 Cádiz"	"2011QI"	"Unemployed persons"	85.4
"Males"	"39 Cantabria"	"2011QI"	"Unemployed persons"	26.6
"Females"	"39 Cantabria"	"2011QI"	"Unemployed persons"	18.7
"Males"	"12 Castellón/Castelló"	"2011QI"	"Unemployed persons"	44.4
"Females"	"12 Castellón/Castelló"	"2011QI"	"Unemployed persons"	34.4
"Males"	"13 Ciudad Real"	"2011QI"	"Unemployed persons"	25.7
"Females"	"13 Ciudad Real"	"2011QI"	"Unemployed persons"	27.8
"Males"	"14 Córdoba"	"2011QI"	"Unemployed persons"	55.7
"Females"	"14 Córdoba"	"2011QI"	"Unemployed persons"	53.5
"Males"	"15 Coruña, A"	"2011QI"	"Unemployed persons"	42.6
"Females"	"15 Coruña, A"	"2011QI"	"Unemployed persons"	42.8
"Males"	"16 Cuenca"	"2011QI"	"Unemployed persons"	11.2
"Females"	"16 Cuenca"	"2011QI"	"Unemployed persons"	7.3
"Males"	"20 Gipuzkoa"	"2011QI"	"Unemployed persons"	15.6
"Females"	"20 Gipuzkoa"	"2011QI"	"Unemployed persons"	16.6
"Males"	"17 Girona"	"2011QI"	"Unemployed persons"	48.2
"Females"	"17 Girona"	"2011QI"	"Unemployed persons"	37.6
"Males"	"18 Granada"	"2011QI"	"Unemployed persons"	68.8
"Females"	"18 Granada"	"2011QI"	"Unemployed persons"	53.8
"Males"	"19 Guadalajara"	"2011QI"	"Unemployed persons"	13.4
"Females"	"19 Guadalajara"	"2011QI"	"Unemployed persons"	10.5
"Males"	"21 Huelva"	"2011QI"	"Unemployed persons"	42.5
"Females"	"21 Huelva"	"2011QI"	"Unemployed persons"	40.5
"Males"	"22 Huesca"	"2011QI"	"Unemployed persons"	7.4
"Females"	"22 Huesca"	"2011QI"	"Unemployed persons"	7.9
"Males"	"23 Jaén"	"2011QI"	"Unemployed persons"	30.4
"Females"	"23 Jaén"	"2011QI"	"Unemployed persons"	37.5
"Males"	"24 León"	"2011QI"	"Unemployed persons"	20.7
"Females"	"24 León"	"2011QI"	"Unemployed persons"	18.4
"Males"	"25 Lleida"	"2011QI"	"Unemployed persons"	14.7
"Females"	"25 Lleida"	"2011QI"	"Unemployed persons"	12
"Males"	"27 Lugo"	"2011QI"	"Unemployed persons"	11
"Females"	"27 Lugo"	"2011QI"	"Unemployed persons"	10.3
"Males"	"28 Madrid"	"2011QI"	"Unemployed persons"	266.7
"Females"	"28 Madrid"	"2011QI"	"Unemployed persons"	257.8
"Males"	"29 Málaga"	"2011QI"	"Unemployed persons"	132.9
"Females"	"29 Málaga"	"2011QI"	"Unemployed persons"	114.1
"Males"	"30 Murcia"	"2011QI"	"Unemployed persons"	107.4
"Females"	"30 Murcia"	"2011QI"	"Unemployed persons"	77.5
"Males"	"31 Navarra"	"2011QI"	"Unemployed persons"	22.9
"Females"	"31 Navarra"	"2011QI"	"Unemployed persons"	20.7
"Males"	"32 Ourense"	"2011QI"	"Unemployed persons"	13.2
"Females"	"32 Ourense"	"2011QI"	"Unemployed persons"	12.2
"Males"	"34 Palencia"	"2011QI"	"Unemployed persons"	7.5
"Females"	"34 Palencia"	"2011QI"	"Unemployed persons"	7.1
"Males"	"35 Palmas, Las"	"2011QI"	"Unemployed persons"	97.1
"Females"	"35 Palmas, Las"	"2011QI"	"Unemployed persons"	73.9
"Males"	"36 Pontevedra"	"2011QI"	"Unemployed persons"	49.9
"Females"	"36 Pontevedra"	"2011QI"	"Unemployed persons"	43.2
"Males"	"26 Rioja, La"	"2011QI"	"Unemployed persons"	13.9
"Females"	"26 Rioja, La"	"2011QI"	"Unemployed persons"	11.6
"Males"	"37 Salamanca"	"2011QI"	"Unemployed persons"	12.3
"Females"	"37 Salamanca"	"2011QI"	"Unemployed persons"	13.1
"Males"	"38 Santa Cruz de Tenerife"	"2011QI"	"Unemployed persons"	74
"Females"	"38 Santa Cruz de Tenerife"	"2011QI"	"Unemployed persons"	59.4
"Males"	"40 Segovia"	"2011QI"	"Unemployed persons"	5
"Females"	"40 Segovia"	"2011QI"	"Unemployed persons"	5.2
"Males"	"41 Sevilla"	"2011QI"	"Unemployed persons"	131.7
"Females"	"41 Sevilla"	"2011QI"	"Unemployed persons"	116.8
"Males"	"42 Soria"	"2011QI"	"Unemployed persons"	3.2
"Females"	"42 Soria"	"2011QI"	"Unemployed persons"	4.1
"Males"	"43 Tarragona"	"2011QI"	"Unemployed persons"	48
"Females"	"43 Tarragona"	"2011QI"	"Unemployed persons"	35.1
"Males"	"44 Teruel"	"2011QI"	"Unemployed persons"	5
"Females"	"44 Teruel"	"2011QI"	"Unemployed persons"	4.6
"Males"	"45 Toledo"	"2011QI"	"Unemployed persons"	43.2
"Females"	"45 Toledo"	"2011QI"	"Unemployed persons"	39.2
"Males"	"46 Valencia/València"	"2011QI"	"Unemployed persons"	155.5
"Females"	"46 Valencia/València"	"2011QI"	"Unemployed persons"	145.2
"Males"	"47 Valladolid"	"2011QI"	"Unemployed persons"	21.7
"Females"	"47 Valladolid"	"2011QI"	"Unemployed persons"	20.2
"Males"	"49 Zamora"	"2011QI"	"Unemployed persons"	9.3
"Females"	"49 Zamora"	"2011QI"	"Unemployed persons"	8.3
"Males"	"50 Zaragoza"	"2011QI"	"Unemployed persons"	53.5
"Females"	"50 Zaragoza"	"2011QI"	"Unemployed persons"	40.5
"Males"	"51 Ceuta"	"2011QI"	"Unemployed persons"	5.1
"Females"	"51 Ceuta"	"2011QI"	"Unemployed persons"	4.2
"Males"	"52 Melilla"	"2011QI"	"Unemployed persons"	3.9
"Females"	"52 Melilla"	"2011QI"	"Unemployed persons"	3.5
"Males"	"02 Albacete"	"2014QIV"	"Parados que buscan primer empleo"	3.3
"Females"	"02 Albacete"	"2014QIV"	"Parados que buscan primer empleo"	2.2
"Males"	"03 Alicante/Alacant"	"2014QIV"	"Parados que buscan primer empleo"	10.4
"Females"	"03 Alicante/Alacant"	"2014QIV"	"Parados que buscan primer empleo"	9.5
"Males"	"04 Almería"	"2014QIV"	"Parados que buscan primer empleo"	6.1
"Females"	"04 Almería"	"2014QIV"	"Parados que buscan primer empleo"	7.5
"Males"	"01 Araba/Álava"	"2014QIV"	"Parados que buscan primer empleo"	1
"Females"	"01 Araba/Álava"	"2014QIV"	"Parados que buscan primer empleo"	2.3
"Males"	"33 Asturias"	"2014QIV"	"Parados que buscan primer empleo"	4.3
"Females"	"33 Asturias"	"2014QIV"	"Parados que buscan primer empleo"	6
"Males"	"05 Ávila"	"2014QIV"	"Parados que buscan primer empleo"	0.7
"Females"	"05 Ávila"	"2014QIV"	"Parados que buscan primer empleo"	1.7
"Males"	"06 Badajoz"	"2014QIV"	"Parados que buscan primer empleo"	5.6
"Females"	"06 Badajoz"	"2014QIV"	"Parados que buscan primer empleo"	5.5
"Males"	"07 Balears, Illes"	"2014QIV"	"Parados que buscan primer empleo"	7.7
"Females"	"07 Balears, Illes"	"2014QIV"	"Parados que buscan primer empleo"	7.9
"Males"	"08 Barcelona"	"2014QIV"	"Parados que buscan primer empleo"	33.7
"Females"	"08 Barcelona"	"2014QIV"	"Parados que buscan primer empleo"	29.1
"Males"	"48 Bizkaia"	"2014QIV"	"Parados que buscan primer empleo"	8.2
"Females"	"48 Bizkaia"	"2014QIV"	"Parados que buscan primer empleo"	6.1
"Males"	"09 Burgos"	"2014QIV"	"Parados que buscan primer empleo"	1.4
"Females"	"09 Burgos"	"2014QIV"	"Parados que buscan primer empleo"	3.1
"Males"	"10 Cáceres"	"2014QIV"	"Parados que buscan primer empleo"	2
"Females"	"10 Cáceres"	"2014QIV"	"Parados que buscan primer empleo"	3.4
"Males"	"11 Cádiz"	"2014QIV"	"Parados que buscan primer empleo"	8.8
"Females"	"11 Cádiz"	"2014QIV"	"Parados que buscan primer empleo"	16.8
"Males"	"39 Cantabria"	"2014QIV"	"Parados que buscan primer empleo"	2.1
"Females"	"39 Cantabria"	"2014QIV"	"Parados que buscan primer empleo"	2.1
"Males"	"12 Castellón/Castelló"	"2014QIV"	"Parados que buscan primer empleo"	1.8
"Females"	"12 Castellón/Castelló"	"2014QIV"	"Parados que buscan primer empleo"	4.9
"Males"	"13 Ciudad Real"	"2014QIV"	"Parados que buscan primer empleo"	5.1
"Females"	"13 Ciudad Real"	"2014QIV"	"Parados que buscan primer empleo"	6.9
"Males"	"14 Córdoba"	"2014QIV"	"Parados que buscan primer empleo"	7.6
"Females"	"14 Córdoba"	"2014QIV"	"Parados que buscan primer empleo"	9.5
"Males"	"15 Coruña, A"	"2014QIV"	"Parados que buscan primer empleo"	4.9
"Females"	"15 Coruña, A"	"2014QIV"	"Parados que buscan primer empleo"	5.3
"Males"	"16 Cuenca"	"2014QIV"	"Parados que buscan primer empleo"	0.6
"Females"	"16 Cuenca"	"2014QIV"	"Parados que buscan primer empleo"	1.8
"Males"	"20 Gipuzkoa"	"2014QIV"	"Parados que buscan primer empleo"	2.1
"Females"	"20 Gipuzkoa"	"2014QIV"	"Parados que buscan primer empleo"	2.1
"Males"	"17 Girona"	"2014QIV"	"Parados que buscan primer empleo"	3.1
"Females"	"17 Girona"	"2014QIV"	"Parados que buscan primer empleo"	8.8
"Males"	"18 Granada"	"2014QIV"	"Parados que buscan primer empleo"	6.8
"Females"	"18 Granada"	"2014QIV"	"Parados que buscan primer empleo"	8.1
"Males"	"19 Guadalajara"	"2014QIV"	"Parados que buscan primer empleo"	1.1
"Females"	"19 Guadalajara"	"2014QIV"	"Parados que buscan primer empleo"	1.1
"Males"	"21 Huelva"	"2014QIV"	"Parados que buscan primer empleo"	3
"Females"	"21 Huelva"	"2014QIV"	"Parados que buscan primer empleo"	3.3
"Males"	"22 Huesca"	"2014QIV"	"Parados que buscan primer empleo"	0.5
"Females"	"22 Huesca"	"2014QIV"	"Parados que buscan primer empleo"	0.9
"Males"	"23 Jaén"	"2014QIV"	"Parados que buscan primer empleo"	4.1
"Females"	"23 Jaén"	"2014QIV"	"Parados que buscan primer empleo"	4.7
"Males"	"24 León"	"2014QIV"	"Parados que buscan primer empleo"	1.9
"Females"	"24 León"	"2014QIV"	"Parados que buscan primer empleo"	2.6
"Males"	"25 Lleida"	"2014QIV"	"Parados que buscan primer empleo"	2.1
"Females"	"25 Lleida"	"2014QIV"	"Parados que buscan primer empleo"	1.9
"Males"	"27 Lugo"	"2014QIV"	"Parados que buscan primer empleo"	0.9
"Females"	"27 Lugo"	"2014QIV"	"Parados que buscan primer empleo"	1
"Males"	"28 Madrid"	"2014QIV"	"Parados que buscan primer empleo"	26.7
"Females"	"28 Madrid"	"2014QIV"	"Parados que buscan primer empleo"	38.1
"Males"	"29 Málaga"	"2014QIV"	"Parados que buscan primer empleo"	4.6
"Females"	"29 Málaga"	"2014QIV"	"Parados que buscan primer empleo"	7.1
"Males"	"30 Murcia"	"2014QIV"	"Parados que buscan primer empleo"	8.9
"Females"	"30 Murcia"	"2014QIV"	"Parados que buscan primer empleo"	11
"Males"	"31 Navarra"	"2014QIV"	"Parados que buscan primer empleo"	1.4
"Females"	"31 Navarra"	"2014QIV"	"Parados que buscan primer empleo"	2
"Males"	"32 Ourense"	"2014QIV"	"Parados que buscan primer empleo"	0.9
"Females"	"32 Ourense"	"2014QIV"	"Parados que buscan primer empleo"	1.3
"Males"	"34 Palencia"	"2014QIV"	"Parados que buscan primer empleo"	1.1
"Females"	"34 Palencia"	"2014QIV"	"Parados que buscan primer empleo"	1.5
"Males"	"35 Palmas, Las"	"2014QIV"	"Parados que buscan primer empleo"	8.2
"Females"	"35 Palmas, Las"	"2014QIV"	"Parados que buscan primer empleo"	12.7
"Males"	"36 Pontevedra"	"2014QIV"	"Parados que buscan primer empleo"	3.4
"Females"	"36 Pontevedra"	"2014QIV"	"Parados que buscan primer empleo"	5.8
"Males"	"26 Rioja, La"	"2014QIV"	"Parados que buscan primer empleo"	0.5
"Females"	"26 Rioja, La"	"2014QIV"	"Parados que buscan primer empleo"	1.7
"Males"	"37 Salamanca"	"2014QIV"	"Parados que buscan primer empleo"	1.8
"Females"	"37 Salamanca"	"2014QIV"	"Parados que buscan primer empleo"	1.5
"Males"	"38 Santa Cruz de Tenerife"	"2014QIV"	"Parados que buscan primer empleo"	6.4
"Females"	"38 Santa Cruz de Tenerife"	"2014QIV"	"Parados que buscan primer empleo"	6.3
"Males"	"40 Segovia"	"2014QIV"	"Parados que buscan primer empleo"	1
"Females"	"40 Segovia"	"2014QIV"	"Parados que buscan primer empleo"	0.5
"Males"	"41 Sevilla"	"2014QIV"	"Parados que buscan primer empleo"	14.8
"Females"	"41 Sevilla"	"2014QIV"	"Parados que buscan primer empleo"	16.6
"Males"	"42 Soria"	"2014QIV"	"Parados que buscan primer empleo"	0.6
"Females"	"42 Soria"	"2014QIV"	"Parados que buscan primer empleo"	0.6
"Males"	"43 Tarragona"	"2014QIV"	"Parados que buscan primer empleo"	3.1
"Females"	"43 Tarragona"	"2014QIV"	"Parados que buscan primer empleo"	6.3
"Males"	"44 Teruel"	"2014QIV"	"Parados que buscan primer empleo"	0.5
"Females"	"44 Teruel"	"2014QIV"	"Parados que buscan primer empleo"	1.2
"Males"	"45 Toledo"	"2014QIV"	"Parados que buscan primer empleo"	4.9
"Females"	"45 Toledo"	"2014QIV"	"Parados que buscan primer empleo"	7.6
"Males"	"46 Valencia/València"	"2014QIV"	"Parados que buscan primer empleo"	14.4
"Females"	"46 Valencia/València"	"2014QIV"	"Parados que buscan primer empleo"	9.9
"Males"	"47 Valladolid"	"2014QIV"	"Parados que buscan primer empleo"	1.1
"Females"	"47 Valladolid"	"2014QIV"	"Parados que buscan primer empleo"	2.5
"Males"	"49 Zamora"	"2014QIV"	"Parados que buscan primer empleo"	0.9
"Females"	"49 Zamora"	"2014QIV"	"Parados que buscan primer empleo"	0.6
"Males"	"50 Zaragoza"	"2014QIV"	"Parados que buscan primer empleo"	3.6
"Females"	"50 Zaragoza"	"2014QIV"	"Parados que buscan primer empleo"	5.2
"Males"	"51 Ceuta"	"2014QIV"	"Parados que buscan primer empleo"	0.9
"Females"	"51 Ceuta"	"2014QIV"	"Parados que buscan primer empleo"	1.6
"Males"	"52 Melilla"	"2014QIV"	"Parados que buscan primer empleo"	0.6
"Females"	"52 Melilla"	"2014QIV"	"Parados que buscan primer empleo"	1.5
"Males"	"02 Albacete"	"2014QIII"	"Parados que buscan primer empleo"	2.5
"Females"	"02 Albacete"	"2014QIII"	"Parados que buscan primer empleo"	3
"Males"	"03 Alicante/Alacant"	"2014QIII"	"Parados que buscan primer empleo"	8.5
"Females"	"03 Alicante/Alacant"	"2014QIII"	"Parados que buscan primer empleo"	11
"Males"	"04 Almería"	"2014QIII"	"Parados que buscan primer empleo"	6.7
"Females"	"04 Almería"	"2014QIII"	"Parados que buscan primer empleo"	7.4
"Males"	"01 Araba/Álava"	"2014QIII"	"Parados que buscan primer empleo"	1.5
"Females"	"01 Araba/Álava"	"2014QIII"	"Parados que buscan primer empleo"	2.3
"Males"	"33 Asturias"	"2014QIII"	"Parados que buscan primer empleo"	3.3
"Females"	"33 Asturias"	"2014QIII"	"Parados que buscan primer empleo"	4.6
"Males"	"05 Ávila"	"2014QIII"	"Parados que buscan primer empleo"	0.8
"Females"	"05 Ávila"	"2014QIII"	"Parados que buscan primer empleo"	2.1
"Males"	"06 Badajoz"	"2014QIII"	"Parados que buscan primer empleo"	5.5
"Females"	"06 Badajoz"	"2014QIII"	"Parados que buscan primer empleo"	8.8
"Males"	"07 Balears, Illes"	"2014QIII"	"Parados que buscan primer empleo"	6.1
"Females"	"07 Balears, Illes"	"2014QIII"	"Parados que buscan primer empleo"	9.6
"Males"	"08 Barcelona"	"2014QIII"	"Parados que buscan primer empleo"	33.4
"Females"	"08 Barcelona"	"2014QIII"	"Parados que buscan primer empleo"	30.4
"Males"	"48 Bizkaia"	"2014QIII"	"Parados que buscan primer empleo"	5.4
"Females"	"48 Bizkaia"	"2014QIII"	"Parados que buscan primer empleo"	5.5
"Males"	"09 Burgos"	"2014QIII"	"Parados que buscan primer empleo"	1.5
"Females"	"09 Burgos"	"2014QIII"	"Parados que buscan primer empleo"	2.1
"Males"	"10 Cáceres"	"2014QIII"	"Parados que buscan primer empleo"	2.5
"Females"	"10 Cáceres"	"2014QIII"	"Parados que buscan primer empleo"	3.6
"Males"	"11 Cádiz"	"2014QIII"	"Parados que buscan primer empleo"	10.9
"Females"	"11 Cádiz"	"2014QIII"	"Parados que buscan primer empleo"	16
"Males"	"39 Cantabria"	"2014QIII"	"Parados que buscan primer empleo"	2.4
"Females"	"39 Cantabria"	"2014QIII"	"Parados que buscan primer empleo"	3.5
"Males"	"12 Castellón/Castelló"	"2014QIII"	"Parados que buscan primer empleo"	2.7
"Females"	"12 Castellón/Castelló"	"2014QIII"	"Parados que buscan primer empleo"	6.1
"Males"	"13 Ciudad Real"	"2014QIII"	"Parados que buscan primer empleo"	4.6
"Females"	"13 Ciudad Real"	"2014QIII"	"Parados que buscan primer empleo"	6.9
"Males"	"14 Córdoba"	"2014QIII"	"Parados que buscan primer empleo"	7.8
"Females"	"14 Córdoba"	"2014QIII"	"Parados que buscan primer empleo"	6.6
"Males"	"15 Coruña, A"	"2014QIII"	"Parados que buscan primer empleo"	5
"Females"	"15 Coruña, A"	"2014QIII"	"Parados que buscan primer empleo"	5.7
"Males"	"16 Cuenca"	"2014QIII"	"Parados que buscan primer empleo"	0.9
"Females"	"16 Cuenca"	"2014QIII"	"Parados que buscan primer empleo"	1.8
"Males"	"20 Gipuzkoa"	"2014QIII"	"Parados que buscan primer empleo"	2.6
"Females"	"20 Gipuzkoa"	"2014QIII"	"Parados que buscan primer empleo"	2.4
"Males"	"17 Girona"	"2014QIII"	"Parados que buscan primer empleo"	4.7
"Females"	"17 Girona"	"2014QIII"	"Parados que buscan primer empleo"	9.3
"Males"	"18 Granada"	"2014QIII"	"Parados que buscan primer empleo"	6.8
"Females"	"18 Granada"	"2014QIII"	"Parados que buscan primer empleo"	10.5
"Males"	"19 Guadalajara"	"2014QIII"	"Parados que buscan primer empleo"	0.8
"Females"	"19 Guadalajara"	"2014QIII"	"Parados que buscan primer empleo"	2.2
"Males"	"21 Huelva"	"2014QIII"	"Parados que buscan primer empleo"	2.6
"Females"	"21 Huelva"	"2014QIII"	"Parados que buscan primer empleo"	2.7
"Males"	"22 Huesca"	"2014QIII"	"Parados que buscan primer empleo"	0.4
"Females"	"22 Huesca"	"2014QIII"	"Parados que buscan primer empleo"	0.8
"Males"	"23 Jaén"	"2014QIII"	"Parados que buscan primer empleo"	5.3
"Females"	"23 Jaén"	"2014QIII"	"Parados que buscan primer empleo"	4.4
"Males"	"24 León"	"2014QIII"	"Parados que buscan primer empleo"	1.8
"Females"	"24 León"	"2014QIII"	"Parados que buscan primer empleo"	3.7
"Males"	"25 Lleida"	"2014QIII"	"Parados que buscan primer empleo"	3.4
"Females"	"25 Lleida"	"2014QIII"	"Parados que buscan primer empleo"	3
"Males"	"27 Lugo"	"2014QIII"	"Parados que buscan primer empleo"	1
"Females"	"27 Lugo"	"2014QIII"	"Parados que buscan primer empleo"	1.3
"Males"	"28 Madrid"	"2014QIII"	"Parados que buscan primer empleo"	23.4
"Females"	"28 Madrid"	"2014QIII"	"Parados que buscan primer empleo"	34.6
"Males"	"29 Málaga"	"2014QIII"	"Parados que buscan primer empleo"	7.8
"Females"	"29 Málaga"	"2014QIII"	"Parados que buscan primer empleo"	13.6
"Males"	"30 Murcia"	"2014QIII"	"Parados que buscan primer empleo"	10.2
"Females"	"30 Murcia"	"2014QIII"	"Parados que buscan primer empleo"	9.6
"Males"	"31 Navarra"	"2014QIII"	"Parados que buscan primer empleo"	1.9
"Females"	"31 Navarra"	"2014QIII"	"Parados que buscan primer empleo"	1.5
"Males"	"32 Ourense"	"2014QIII"	"Parados que buscan primer empleo"	1.3
"Females"	"32 Ourense"	"2014QIII"	"Parados que buscan primer empleo"	1.6
"Males"	"34 Palencia"	"2014QIII"	"Parados que buscan primer empleo"	1.5
"Females"	"34 Palencia"	"2014QIII"	"Parados que buscan primer empleo"	1.1
"Males"	"35 Palmas, Las"	"2014QIII"	"Parados que buscan primer empleo"	9.1
"Females"	"35 Palmas, Las"	"2014QIII"	"Parados que buscan primer empleo"	11.8
"Males"	"36 Pontevedra"	"2014QIII"	"Parados que buscan primer empleo"	4.4
"Females"	"36 Pontevedra"	"2014QIII"	"Parados que buscan primer empleo"	7.3
"Males"	"26 Rioja, La"	"2014QIII"	"Parados que buscan primer empleo"	1.1
"Females"	"26 Rioja, La"	"2014QIII"	"Parados que buscan primer empleo"	2.5
"Males"	"37 Salamanca"	"2014QIII"	"Parados que buscan primer empleo"	1.5
"Females"	"37 Salamanca"	"2014QIII"	"Parados que buscan primer empleo"	0.8
"Males"	"38 Santa Cruz de Tenerife"	"2014QIII"	"Parados que buscan primer empleo"	5.6
"Females"	"38 Santa Cruz de Tenerife"	"2014QIII"	"Parados que buscan primer empleo"	7.4
"Males"	"40 Segovia"	"2014QIII"	"Parados que buscan primer empleo"	0.8
"Females"	"40 Segovia"	"2014QIII"	"Parados que buscan primer empleo"	0.4
"Males"	"41 Sevilla"	"2014QIII"	"Parados que buscan primer empleo"	15.5
"Females"	"41 Sevilla"	"2014QIII"	"Parados que buscan primer empleo"	11.7
"Males"	"42 Soria"	"2014QIII"	"Parados que buscan primer empleo"	0.3
"Females"	"42 Soria"	"2014QIII"	"Parados que buscan primer empleo"	0.7
"Males"	"43 Tarragona"	"2014QIII"	"Parados que buscan primer empleo"	4.2
"Females"	"43 Tarragona"	"2014QIII"	"Parados que buscan primer empleo"	5
"Males"	"44 Teruel"	"2014QIII"	"Parados que buscan primer empleo"	0.8
"Females"	"44 Teruel"	"2014QIII"	"Parados que buscan primer empleo"	1.3
"Males"	"45 Toledo"	"2014QIII"	"Parados que buscan primer empleo"	4.9
"Females"	"45 Toledo"	"2014QIII"	"Parados que buscan primer empleo"	7.1
"Males"	"46 Valencia/València"	"2014QIII"	"Parados que buscan primer empleo"	17.5
"Females"	"46 Valencia/València"	"2014QIII"	"Parados que buscan primer empleo"	12.2
"Males"	"47 Valladolid"	"2014QIII"	"Parados que buscan primer empleo"	1.6
"Females"	"47 Valladolid"	"2014QIII"	"Parados que buscan primer empleo"	2.1
"Males"	"49 Zamora"	"2014QIII"	"Parados que buscan primer empleo"	0.8
"Females"	"49 Zamora"	"2014QIII"	"Parados que buscan primer empleo"	1.3
"Males"	"50 Zaragoza"	"2014QIII"	"Parados que buscan primer empleo"	5
"Females"	"50 Zaragoza"	"2014QIII"	"Parados que buscan primer empleo"	5.3
"Males"	"51 Ceuta"	"2014QIII"	"Parados que buscan primer empleo"	0.7
"Females"	"51 Ceuta"	"2014QIII"	"Parados que buscan primer empleo"	0.7
"Males"	"52 Melilla"	"2014QIII"	"Parados que buscan primer empleo"	0.6
"Females"	"52 Melilla"	"2014QIII"	"Parados que buscan primer empleo"	1
"Males"	"02 Albacete"	"2014QII"	"Parados que buscan primer empleo"	1.9
"Females"	"02 Albacete"	"2014QII"	"Parados que buscan primer empleo"	3.4
"Males"	"03 Alicante/Alacant"	"2014QII"	"Parados que buscan primer empleo"	9.3
"Females"	"03 Alicante/Alacant"	"2014QII"	"Parados que buscan primer empleo"	11
"Males"	"04 Almería"	"2014QII"	"Parados que buscan primer empleo"	4.3
"Females"	"04 Almería"	"2014QII"	"Parados que buscan primer empleo"	8.1
"Males"	"01 Araba/Álava"	"2014QII"	"Parados que buscan primer empleo"	1.3
"Females"	"01 Araba/Álava"	"2014QII"	"Parados que buscan primer empleo"	1.7
"Males"	"33 Asturias"	"2014QII"	"Parados que buscan primer empleo"	3.5
"Females"	"33 Asturias"	"2014QII"	"Parados que buscan primer empleo"	2.6
"Males"	"05 Ávila"	"2014QII"	"Parados que buscan primer empleo"	0.3
"Females"	"05 Ávila"	"2014QII"	"Parados que buscan primer empleo"	2.1
"Males"	"06 Badajoz"	"2014QII"	"Parados que buscan primer empleo"	4.6
